dataset_doi,n_code_files,total_lines,has_interactions,has_ml_het,has_hierarchical,max_interactions,max_ml_het,max_hierarchical,name,description,published_at
doi:10.7910/DVN/NMA2WY,5,467,FALSE,FALSE,TRUE,0,0,1,Replication data for: Separating the Shirkers from the Workers? Making Sure Respondents Pay Attention on Self-Administered Surveys,"Good survey and experimental research requires subjects to pay attention to questions and treatments, but many subjects do not. In this paper we discuss ""Screeners"" as a potential solution to this problem. We first demonstrate Screeners' power to reveal inattentive respondents and reduce noise. We then examine important but understudied questions about Screeners. We show that using a single Screener is not the most effective way to improve data quality. Instead, we recommend using multiple items to measure attention. We also show that Screener passage correlates with politically relevant characteristics, which limits the generalizability of studies that exclude failers. We conclude that attention is best measured using multiple Screener questions, and that studies using Screeners can balance the goals of internal and external validity by presenting results conditional on different levels of attention.",2015-03-30T00:00:00Z
doi:10.7910/DVN/NMCOBF,2,2474,TRUE,FALSE,TRUE,4,0,1,"Replication Data for: ""Getting Rich Too Fast? Voters' Reactions to Politicians' Wealth Accumulation""","This archive contains replication data and code for ""Getting Rich Too Fast? Voters' Reactions to Politicians' Wealth Accumulation.""",2018-05-24T02:00:43Z
doi:10.7910/DVN/NMJ4W9,11,2391,TRUE,FALSE,TRUE,1,0,1,Replication Data for:  Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices,"A growing experimental literature uses response rates to fictional requests to measure discrimination against ethnic minorities. This paper argues that restricting attention to response rates can lead to faulty inferences about substantive discrimination depending on how response dummies are correlated with other response characteristics. We illustrate the relevance of this problem by means of a conjoint experiment among all German welfare offices, in which we randomly varied five traits and designed re- quests to allow for a substantive coding of response quality. We find that response rates are statistically indistinguishable across treatment conditions. However, putative non-Germans receive responses of sig- nificantly lower quality, potentially deterring them from applying for benefits. We also find observational evidence suggesting that discrimination is more pronounced in welfare offices run by local governments than in those embedded in the national bureaucracy. We discuss implications for the study of equality in the public sphere.",2017-04-06T23:44:55Z
doi:10.7910/DVN/NN0OXE,1,414,TRUE,FALSE,FALSE,3,0,0,Replication Data for Evaluating Claims of Intersectionality,"Data, do-files, and log-files to replicate the results reported in the paper.",2022-08-12T13:50:42Z
doi:10.7910/DVN/NN9KZT,3,288,FALSE,FALSE,TRUE,0,0,2,Reciprocity and Public Opposition to Foreign Direct Investment,"Prior International Political Economy (IPE) public opinion research has primarily examined how economic and socio-cultural factors shape individuals’ views on the flows of goods, people, and capital. What has largely been ignored is whether individuals also care about rewarding or punishing foreign countries for their policies on these subjects. To test this possibility, we administered a series of conjoint and traditional survey experiments in the United States and China that examined how reciprocity influences opposition to foreign acquisitions of domestic companies. We find that reciprocity is an important determinant of public opinion on the regulation of foreign investments. This suggests the need to consider the policies that other countries adopt when trying to explain public attitudes towards global economic integration.",2017-10-03T10:33:30Z
doi:10.7910/DVN/NNAFVA,21,1894,FALSE,FALSE,FALSE,0,0,0,"Replication Data for ""Immigration Shocks and Unfounded Concerns about Crime: Evidence from Haitian Migration to Chile""","A large rise in migration in certain areas of the world since 2010 has triggered frequent unsubstantiated claims in politics, the media, and everyday life of a causal connection between migration and crime. We examine whether rapid and large demographic changes (i.e., immigration shocks) affect people’s level of concern about crime. We use administrative and survey data from Chile, which has recently experienced a historic influx of migrants. Using a dynamic difference- in-differences design, we provide evidence suggesting that a rapid shift in Haitian migration at the local level led to an increase in concerns about crime. However, we find no evidence that immigration shocks have affected actual crime rates. Given that prior research has documented racial discrimination against Haitians in Chile, our findings suggest that prejudice and stereotypes toward non-white newcomers may trigger misconceptions about crime.",2024-05-15T18:01:04Z
doi:10.7910/DVN/NNBZP7,1,12,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: Money, Reputation, and Incumbency in U.S. House Elections, or Why Marginals Have Become More Expensive","This is the replication dataset and Stata do file for: Kim, Henry A., and Brad L. LeVeck. ""Money, Reputation, and Incumbency in US House Elections, or Why Marginals Have Become More Expensive."" American Political Science Review 107, no. 03 (2013): 492-504.",2016-11-25T18:40:07Z
doi:10.7910/DVN/NNFDNB,1,3205,TRUE,FALSE,TRUE,2,0,2,"Replication Data for ""Overcoming History through Exit or Integration - Deep-Rooted Sources of Support for the European Union""","Replication data, Stata code and Latex files that allow you to compute all tables and figures, and recompile from Latex. Make sure to download all files including the folder structure. The readme file gives further instructions how to replicate.",2020-08-24T08:53:06Z
doi:10.7910/DVN/NNG2KV,1,49,TRUE,FALSE,TRUE,4,0,3,"Replication Data for: ""Where is the Party? Explaining Positions on Same-sex Marriage in Europe among Would-be MPs""","STATA replication files for Siegel, S.N., Turnbull-Dugarte, S. J. & Olinger, B. (2021) ""Where is the Party? Explaining Positions on Same-sex Marriage in Europe among Would-be MPs."" European Journal of Politics and Gender.",2021-07-08T16:30:51Z
doi:10.7910/DVN/NNNPOU,2,280,TRUE,FALSE,TRUE,1,0,2,Replication Data for: The Fingerprints of Fraud: Evidence from Mexico's 1988 Election,"This paper investigates the incentives and opportunities for non-democratic regimes to rely on fraud during the 1988 presidential election in Mexico. In particular, I study how the alteration of vote returns came after an electoral reform that centralized the vote-counting process. Using an original image database of the vote-tally sheets for that election, and applying Convolutional Neural Networks (CNN) to analyze the sheets, I find evidence of blatant alterations in about a third of the tallies in the country. The empirical analysis shows that altered tallies were more prevalent in polling stations where the opposition was not present and in states controlled by governors with grassroots experience of managing the electoral operation. This research has implications for understanding the ways in which autocrats control elections as well as introducing a new methodology to audit the integrity of vote tallies.",2019-06-25T14:39:02Z
